settlement_id,transaction_id,settlement_date,settlement_amount
SET2032306,TXN1035549,2025-02-02,40.26
SET2032307,TXN1035550,2025-04-09,75.68
SET2032308,TXN1035551,2025-03-28,28.6
SET2032309,TXN1035552,2025-07-31,64.36
SET2032310,TXN1035554,2025-04-20,75.56
SET2032311,TXN1035555,2025-03-11,43.63
SET2032312,TXN1035556,2025-01-25,108.21
SET2032313,TXN1035557,2025-06-17,143.92
SET2032314,TXN1035558,2025-04-27,111.93
SET2032315,TXN1035559,2025-07-04,78.87
SET2032316,TXN1035560,2025-03-19,21.3
SET2032317,TXN1035561,2025-04-15,254.8
SET2032318,TXN1035563,2025-10-21,85.58
SET2032319,TXN1035564,2025-04-08,37.94
SET2032320,TXN1035565,2025-03-02,56.16
SET2032321,TXN1035566,2025-12-23,171.32
SET2032322,TXN1035567,2025-09-06,124.73
SET2032323,TXN1035568,2025-06-29,51.99
SET2032324,TXN1035569,2025-09-13,226.36
SET2032325,TXN1035570,2025-03-23,29.74
SET2032326,TXN1035571,2025-06-06,17.38
SET2032327,TXN1035572,2025-05-23,14.25
SET2032328,TXN1035573,2025-09-21,125.96
SET2032329,TXN1035574,2025-03-10,38.21
SET2032330,TXN1035575,2025-06-28,59.6
SET2032331,TXN1035576,2025-11-01,160.05
SET2032332,TXN1035577,2025-03-13,86.75
SET2032333,TXN1035578,2025-02-13,25.82
SET2032334,TXN1035579,2025-10-27,244.53
SET2032335,TXN1035580,2025-11-15,52.84
SET2032336,TXN1035583,2025-07-17,27.32
SET2032337,TXN1035584,2025-04-20,80.18
SET2032338,TXN1035585,2025-08-03,21.05
SET2032339,TXN1035586,2025-02-21,62.4
SET2032340,TXN1035587,2025-10-21,237.06
SET2032341,TXN1035588,2025-09-08,121.63
SET2032342,TXN1035589,2025-08-24,78.44
SET2032343,TXN1035590,2025-07-06,27.7
SET2032344,TXN1035591,2025-03-22,63.53
SET2032345,TXN1035592,2025-12-10,35.27
SET2032346,TXN1035593,2025-04-08,211.41
SET2032347,TXN1035594,2025-05-14,45.64
SET2032348,TXN1035595,2025-12-05,35.56
SET2032349,TXN1035596,2025-01-15,56.03
SET2032350,TXN1035597,2025-02-15,35.68
SET2032351,TXN1035598,2025-10-06,80.52
SET2032352,TXN1035599,2025-05-15,286.29
SET2032353,TXN1035600,2025-07-31,67.07
SET2032354,TXN1035601,2025-07-31,31.87
SET2032355,TXN1035602,2025-10-30,58.77
SET2032356,TXN1035603,2025-08-15,24.13
SET2032357,TXN1035605,2025-07-20,281.66
SET2032358,TXN1035606,2025-09-27,180.84
SET2032359,TXN1035607,2025-05-19,121.65
SET2032360,TXN1035608,2025-03-04,58.42
SET2032361,TXN1035609,2025-06-27,59.46
SET2032362,TXN1035610,2025-12-31,55.91
SET2032363,TXN1035611,2025-02-10,446.52
SET2032364,TXN1035612,2025-03-05,57.18
SET2032365,TXN1035613,2025-12-30,42.47
SET2032366,TXN1035614,2025-10-30,61.34
SET2032367,TXN1035615,2025-02-13,100.84
SET2032368,TXN1035616,2025-03-19,4.11
SET2032369,TXN1035617,2025-09-12,91.35
SET2032370,TXN1035618,2025-10-13,8.72
SET2032371,TXN1035619,2025-09-25,216.52
SET2032372,TXN1035620,2025-11-11,16.79
SET2032373,TXN1035621,2025-07-04,35.07
SET2032374,TXN1035622,2025-11-16,14.39
SET2032375,TXN1035623,2025-08-06,281.65
SET2032376,TXN1035624,2025-06-24,66.03
SET2032377,TXN1035625,2025-08-21,395.94
SET2032378,TXN1035626,2025-06-06,327.12
SET2032379,TXN1035627,2025-08-10,181.17
SET2032380,TXN1035628,2025-11-01,21.73
SET2032381,TXN1035629,2025-12-16,76.13
SET2032382,TXN1035630,2025-07-31,198.93
SET2032383,TXN1035631,2025-01-03,91.02
SET2032384,TXN1035632,2025-08-15,49.61
SET2032385,TXN1035633,2025-04-02,88.34
SET2032386,TXN1035634,2025-03-28,95.41
SET2032387,TXN1035635,2025-11-18,20.45
SET2032388,TXN1035636,2025-06-14,42.37
SET2032389,TXN1035637,2025-10-16,112.45
SET2032390,TXN1035638,2025-05-16,134.22
SET2032391,TXN1035639,2025-08-11,81.02
SET2032392,TXN1035640,2025-08-31,48.12
SET2032393,TXN1035641,2025-11-23,57.19
SET2032394,TXN1035642,2025-03-13,36.47
SET2032395,TXN1035643,2025-07-24,61.36
SET2032396,TXN1035644,2025-05-29,131.64
SET2032397,TXN1035645,2025-06-19,465.24
SET2032398,TXN1035646,2025-11-06,25.45
SET2032399,TXN1035648,2025-07-19,90.58
SET2032400,TXN1035649,2025-05-22,18.52
SET2032401,TXN1035650,2025-11-26,61.67
SET2032402,TXN1035651,2025-03-20,57.65
SET2032403,TXN1035652,2025-03-26,66.6
SET2032404,TXN1035653,2025-02-03,154.2
SET2032405,TXN1035654,2025-06-10,323.73
SET2032406,TXN1035655,2025-01-04,187.93
SET2032407,TXN1035656,2025-07-02,79.06
SET2032408,TXN1035657,2025-03-23,86.41
SET2032409,TXN1035658,2025-05-27,351.84
SET2032410,TXN1035659,2025-08-09,28.59
SET2032411,TXN1035660,2025-09-09,180.13
SET2032412,TXN1035661,2025-01-23,26.63
SET2032413,TXN1035662,2025-02-24,19.68
SET2032414,TXN1035663,2025-04-26,110.49
SET2032415,TXN1035664,2025-07-09,17.71
SET2032416,TXN1035665,2025-11-19,48.7
SET2032417,TXN1035666,2025-02-20,200.22
SET2032418,TXN1035667,2025-01-25,32.1
SET2032419,TXN1035668,2025-08-19,280.74
SET2032420,TXN1035669,2025-12-24,10.96
SET2032421,TXN1035670,2025-10-31,153.76
SET2032422,TXN1035671,2025-07-26,22.04
SET2032423,TXN1035672,2025-01-08,49.55
SET2032424,TXN1035673,2025-07-30,79.25
SET2032425,TXN1035674,2025-06-16,53.21
SET2032426,TXN1035675,2025-06-13,54.28
SET2032427,TXN1035676,2025-06-30,20.89
SET2032428,TXN1035677,2025-07-24,206.85
SET2032429,TXN1035678,2025-09-20,24.93
SET2032430,TXN1035680,2025-01-30,61.7
SET2032431,TXN1035681,2025-01-19,38.19
SET2032432,TXN1035682,2025-05-29,130.43
SET2032433,TXN1035683,2025-07-05,43.52
SET2032434,TXN1035684,2025-10-14,66.62
SET2032435,TXN1035685,2025-06-08,73.08
SET2032436,TXN1035686,2025-07-14,145.33
SET2032437,TXN1035687,2025-12-23,43.72
SET2032438,TXN1035689,2025-09-10,34.89
SET2032439,TXN1035690,2025-05-14,165.64
SET2032440,TXN1035691,2025-02-25,88.1
SET2032441,TXN1035692,2025-12-02,49.58
SET2032442,TXN1035693,2025-07-22,70.03
SET2032443,TXN1035694,2025-01-29,53.92
SET2032444,TXN1035695,2025-06-26,125.23
SET2032445,TXN1035696,2025-02-03,87.36
SET2032446,TXN1035698,2025-07-13,138.95
SET2032447,TXN1035699,2025-10-14,170.96
SET2032448,TXN1035700,2025-06-21,31.96
SET2032449,TXN1035701,2025-01-08,32.43
SET2032450,TXN1035702,2025-08-22,455.23
SET2032451,TXN1035703,2025-08-28,110.04
SET2032452,TXN1035704,2025-03-25,253.53
SET2032453,TXN1035705,2025-09-19,136.17
SET2032454,TXN1035706,2025-03-25,96.31
SET2032455,TXN1035708,2025-10-01,25.11
SET2032456,TXN1035709,2025-02-20,112.2
SET2032457,TXN1035711,2025-03-01,59.23
SET2032458,TXN1035712,2025-09-23,138.14
SET2032459,TXN1035715,2025-06-03,202.42
SET2032460,TXN1035716,2025-01-31,219.11
SET2032461,TXN1035717,2025-11-20,63.75
SET2032462,TXN1035718,2025-09-19,184.78
SET2032463,TXN1035719,2025-04-07,30.92
SET2032464,TXN1035720,2025-11-18,79.95
SET2032465,TXN1035721,2025-09-16,104.88
SET2032466,TXN1035722,2025-10-26,61.29
SET2032467,TXN1035724,2025-01-04,27.23
SET2032468,TXN1035725,2025-01-23,64.82
SET2032469,TXN1035726,2025-07-16,18.42
SET2032470,TXN1035727,2025-10-15,59.95
SET2032471,TXN1035728,2025-11-30,69.98
SET2032472,TXN1035729,2025-12-17,121.05
SET2032473,TXN1035731,2025-08-19,87.52
SET2032474,TXN1035732,2025-04-17,105.19
SET2032475,TXN1035733,2025-01-02,65.52
SET2032476,TXN1035734,2025-03-13,95.39
SET2032477,TXN1035735,2025-01-21,82.76
SET2032478,TXN1035736,2025-09-09,8.33
SET2032479,TXN1035737,2025-07-03,31.89
SET2032480,TXN1035738,2025-10-09,370.26
SET2032481,TXN1035739,2025-02-24,112.71
SET2032482,TXN1035740,2025-12-02,41.21
SET2032483,TXN1035741,2025-09-20,89.42
SET2032484,TXN1035742,2025-11-27,117.78
SET2032485,TXN1035743,2025-08-25,228.81
SET2032486,TXN1035744,2025-05-04,48.84
SET2032487,TXN1035745,2025-08-17,41.4
SET2032488,TXN1035746,2025-08-09,44.78
SET2032489,TXN1035747,2025-03-08,42.22
SET2032490,TXN1035748,2025-02-07,41.1
SET2032491,TXN1035749,2025-08-27,77.47
SET2032492,TXN1035750,2025-02-05,47.62
SET2032493,TXN1035751,2025-02-06,63.46
SET2032494,TXN1035752,2025-01-27,298.24
SET2032495,TXN1035753,2025-08-16,30.99
SET2032496,TXN1035754,2025-12-05,87.31
SET2032497,TXN1035755,2025-07-01,26.88
SET2032498,TXN1035756,2025-02-25,140.0
SET2032499,TXN1035757,2025-07-07,163.23
SET2032500,TXN1035759,2025-08-05,38.22
SET2032501,TXN1035760,2025-06-08,113.68
SET2032502,TXN1035761,2025-07-14,53.54
SET2032503,TXN1035763,2025-11-28,25.5
SET2032504,TXN1035764,2025-07-16,157.85
SET2032505,TXN1035766,2025-01-02,91.26
SET2032506,TXN1035767,2025-09-05,40.06
SET2032507,TXN1035768,2025-05-19,35.81
SET2032508,TXN1035769,2025-04-02,58.58
SET2032509,TXN1035770,2025-06-24,114.53
SET2032510,TXN1035771,2025-06-27,20.19
SET2032511,TXN1035772,2025-10-21,52.05
SET2032512,TXN1035773,2025-07-18,74.09
SET2032513,TXN1035774,2025-09-13,231.21
SET2032514,TXN1035775,2025-08-25,295.7
SET2032516,TXN1035777,2025-01-03,27.48
SET2032517,TXN1035778,2025-05-18,74.6
SET2032518,TXN1035780,2025-02-21,172.24
SET2032519,TXN1035781,2025-06-11,46.76
SET2032520,TXN1035782,2025-05-27,30.23
SET2032521,TXN1035783,2025-10-22,66.07
SET2032522,TXN1035784,2025-12-18,50.8
SET2032523,TXN1035785,2025-02-08,49.73
SET2032524,TXN1035786,2025-03-20,33.29
SET2032525,TXN1035787,2025-10-11,24.43
SET2032526,TXN1035788,2025-03-05,108.67
SET2032527,TXN1035789,2025-07-01,82.37
SET2032529,TXN1035791,2025-12-22,128.5
SET2032530,TXN1035792,2025-12-13,15.27
SET2032531,TXN1035793,2025-02-19,48.12
SET2032532,TXN1035794,2025-02-24,79.22
SET2032533,TXN1035795,2025-03-06,161.79
SET2032534,TXN1035796,2025-10-09,42.76
SET2032535,TXN1035797,2025-03-07,163.9
SET2032536,TXN1035798,2025-06-06,39.59
SET2032537,TXN1035799,2025-10-26,128.66
SET2032538,TXN1035800,2025-07-01,256.14
SET2032539,TXN1035801,2025-12-10,29.97
SET2032540,TXN1035802,2025-07-02,75.27
SET2032541,TXN1035803,2025-05-19,102.77
SET2032542,TXN1035804,2025-12-20,24.65
SET2032543,TXN1035805,2025-07-19,94.25
SET2032544,TXN1035806,2025-03-09,42.39
SET2032545,TXN1035807,2025-08-20,33.98
SET2032546,TXN1035808,2025-10-10,47.53
SET2032547,TXN1035810,2025-01-03,126.54
SET2032548,TXN1035811,2025-02-09,66.64
SET2032549,TXN1035812,2025-08-18,423.51
SET2032550,TXN1035813,2025-09-28,43.43
SET2032551,TXN1035815,2025-05-20,59.11
SET2032552,TXN1035816,2025-10-03,24.02
SET2032553,TXN1035817,2025-07-31,238.02
SET2032554,TXN1035818,2025-12-04,73.38
SET2032555,TXN1035819,2025-05-15,35.7
SET2032556,TXN1035820,2025-10-04,91.82
SET2032557,TXN1035821,2025-02-22,152.43
SET2032558,TXN1035822,2025-09-25,33.82
SET2032559,TXN1035823,2025-09-25,69.43
SET2032560,TXN1035824,2025-04-03,153.28
SET2032561,TXN1035825,2025-01-23,76.1
SET2032562,TXN1035826,2025-12-30,103.89
SET2032563,TXN1035827,2025-01-28,53.99
SET2032564,TXN1035828,2025-06-20,18.95
SET2032565,TXN1035829,2025-01-02,54.52
SET2032566,TXN1035830,2025-06-02,42.58
SET2032567,TXN1035831,2025-10-27,61.12
SET2032568,TXN1035832,2025-07-03,42.96
SET2032569,TXN1035833,2025-03-29,76.42
SET2032570,TXN1035834,2025-05-24,50.53
SET2032571,TXN1035835,2025-02-03,127.37
SET2032572,TXN1035836,2025-08-05,109.13
SET2032573,TXN1035837,2025-01-02,31.83
SET2032574,TXN1035840,2025-03-29,27.13
SET2032575,TXN1035841,2025-01-25,155.13
SET2032576,TXN1035842,2025-12-07,41.52
SET2032577,TXN1035843,2025-10-09,72.11
SET2032578,TXN1035845,2025-09-07,49.76
SET2032579,TXN1035846,2025-07-01,60.81
SET2032580,TXN1035847,2025-03-05,48.71
SET2032581,TXN1035848,2025-12-18,44.21
SET2032582,TXN1035849,2025-12-02,68.91
SET2032583,TXN1035850,2025-06-01,147.23
SET2032584,TXN1035851,2025-03-24,31.4
SET2032585,TXN1035852,2025-05-22,8.83
SET2032586,TXN1035853,2025-05-24,179.76
SET2032587,TXN1035854,2025-12-01,39.38
SET2032588,TXN1035855,2025-01-25,42.16
SET2032589,TXN1035856,2025-08-20,43.11
SET2032590,TXN1035857,2025-10-08,23.04
SET2032591,TXN1035858,2025-10-06,48.62
SET2032592,TXN1035859,2025-03-12,53.31
SET2032593,TXN1035860,2025-05-31,94.46
SET2032594,TXN1035861,2025-05-05,43.03
SET2032595,TXN1035862,2025-05-31,9.46
SET2032596,TXN1035863,2025-02-01,22.88
SET2032597,TXN1035864,2025-01-31,162.78
SET2032598,TXN1035866,2025-12-21,103.2
SET2032599,TXN1035868,2025-03-27,127.77
SET2032600,TXN1035869,2025-10-19,72.19
SET2032601,TXN1035870,2025-06-30,20.88
SET2032602,TXN1035871,2025-05-14,26.13
SET2032603,TXN1035872,2025-02-11,20.25
SET2032604,TXN1035873,2025-05-21,138.38
SET2032605,TXN1035875,2025-08-16,49.63
SET2032606,TXN1035876,2025-05-23,62.54
SET2032607,TXN1035877,2025-08-13,79.65
SET2032608,TXN1035878,2025-10-08,46.12
SET2032609,TXN1035880,2025-07-13,25.4
SET2032610,TXN1035881,2025-03-27,28.74
SET2032611,TXN1035882,2025-02-17,8.02
SET2032612,TXN1035883,2025-02-27,94.19
SET2032613,TXN1035884,2025-01-06,99.92
SET2032614,TXN1035885,2025-07-23,28.29
SET2032615,TXN1035886,2025-03-19,189.36
SET2032616,TXN1035887,2025-03-25,61.24
SET2032617,TXN1035888,2025-09-24,131.37
SET2032618,TXN1035889,2025-04-27,124.05
SET2032619,TXN1035890,2025-10-30,59.9
SET2032621,TXN1035892,2025-05-05,78.2
SET2032622,TXN1035893,2025-01-19,101.61
SET2032623,TXN1035895,2025-02-15,75.84
SET2032624,TXN1035896,2025-03-29,65.17
SET2032625,TXN1035897,2025-09-26,31.11
SET2032626,TXN1035898,2025-11-18,61.57
SET2032627,TXN1035899,2025-07-20,44.37
SET2032628,TXN1035900,2025-12-19,90.02
SET2032629,TXN1035902,2025-10-02,37.74
SET2032630,TXN1035903,2025-12-28,17.99
SET2032631,TXN1035904,2025-02-02,389.61
SET2032632,TXN1035905,2025-03-26,46.43
SET2032633,TXN1035906,2025-06-09,26.99
SET2032634,TXN1035907,2025-08-14,108.07
SET2032635,TXN1035908,2025-12-28,77.44
SET2032636,TXN1035910,2025-03-25,112.54
SET2032637,TXN1035911,2025-04-20,160.4
SET2032638,TXN1035912,2025-09-02,28.45
SET2032639,TXN1035913,2025-12-14,74.98
SET2032640,TXN1035915,2025-09-30,52.18
SET2032641,TXN1035916,2025-10-10,114.04
SET2032642,TXN1035917,2025-06-01,32.58
SET2032643,TXN1035918,2025-08-11,397.3
SET2032644,TXN1035919,2025-03-04,67.66
SET2032645,TXN1035920,2025-07-04,15.67
SET2032646,TXN1035921,2025-04-17,117.24
SET2032647,TXN1035922,2025-12-06,393.92
SET2032648,TXN1035923,2025-05-15,11.14
SET2032649,TXN1035924,2025-05-25,118.1
SET2032650,TXN1035925,2025-05-28,30.22
SET2032651,TXN1035927,2025-12-07,23.4
SET2032652,TXN1035928,2025-06-07,132.0
SET2032653,TXN1035929,2025-12-30,51.69
SET2032654,TXN1035930,2025-10-04,168.73
SET2032655,TXN1035931,2025-11-05,29.26
SET2032656,TXN1035932,2025-12-01,56.53
SET2032657,TXN1035933,2025-05-02,4.01
SET2032658,TXN1035934,2025-07-20,532.81
SET2032659,TXN1035935,2025-04-15,309.74
SET2032660,TXN1035936,2025-04-24,381.23
SET2032661,TXN1035937,2025-06-19,227.35
SET2032662,TXN1035938,2025-01-19,41.57
SET2032663,TXN1035939,2025-03-20,64.37
SET2032664,TXN1035940,2025-10-24,84.2
SET2032665,TXN1035941,2025-03-03,89.98
SET2032666,TXN1035942,2025-08-16,27.76
SET2032667,TXN1035943,2025-10-07,26.67
SET2032668,TXN1035944,2025-04-07,22.88
SET2032669,TXN1035945,2025-06-17,47.41
SET2032670,TXN1035946,2025-11-17,51.63
SET2032671,TXN1035948,2025-12-04,81.53
SET2032672,TXN1035949,2025-08-18,22.06
SET2032673,TXN1035950,2025-11-20,33.67
SET2032674,TXN1035951,2025-05-28,36.3
SET2032675,TXN1035952,2025-08-08,128.4
SET2032676,TXN1035954,2025-12-23,87.41
SET2032677,TXN1035955,2025-05-16,31.59
SET2032678,TXN1035956,2025-11-16,68.88
SET2032679,TXN1035957,2025-07-06,35.89
SET2032680,TXN1035958,2025-02-08,36.89
SET2032681,TXN1035959,2025-08-28,89.63
SET2032682,TXN1035961,2025-06-15,61.29
SET2032683,TXN1035962,2025-07-20,53.74
SET2032684,TXN1035963,2025-12-07,26.07
SET2032685,TXN1035965,2025-05-27,42.56
SET2032686,TXN1035966,2025-10-05,49.14
SET2032687,TXN1035967,2025-08-20,15.76
SET2032688,TXN1035968,2025-08-25,37.21
SET2032689,TXN1035969,2025-09-20,138.31
SET2032690,TXN1035970,2025-04-30,94.62
SET2032691,TXN1035971,2025-04-22,48.45
SET2032692,TXN1035972,2025-01-10,25.95
SET2032693,TXN1035973,2025-11-09,72.26
SET2032694,TXN1035974,2025-04-12,144.63
SET2032695,TXN1035975,2025-09-04,224.45
SET2032696,TXN1035976,2025-09-08,43.85
SET2032697,TXN1035977,2025-09-14,28.56
SET2032698,TXN1035978,2025-11-12,98.04
SET2032699,TXN1035979,2025-11-15,88.88
SET2032700,TXN1035980,2025-01-01,67.25
SET2032701,TXN1035982,2025-03-17,23.4
SET2032702,TXN1035983,2025-08-24,114.4
SET2032703,TXN1035984,2025-09-03,136.62
SET2032704,TXN1035985,2025-01-20,50.0
SET2032705,TXN1035986,2025-04-14,262.02
SET2032706,TXN1035987,2025-11-30,80.56
SET2032707,TXN1035988,2025-02-21,57.98
SET2032708,TXN1035989,2025-03-26,25.89
SET2032709,TXN1035990,2025-01-30,17.11
SET2032710,TXN1035991,2025-03-02,44.28
SET2032711,TXN1035992,2025-08-21,89.57
SET2032712,TXN1035993,2025-11-04,431.33
SET2032713,TXN1035995,2025-04-14,107.1
SET2032714,TXN1035996,2025-11-10,34.4
SET2032715,TXN1035997,2025-05-15,78.8
SET2032716,TXN1035998,2025-04-25,70.98
SET2032717,TXN1035999,2025-07-04,31.3
SET2032718,TXN1036000,2025-02-19,194.52
SET2032719,TXN1036001,2025-05-11,59.9
SET2032720,TXN1036002,2025-10-19,161.47
SET2032721,TXN1036003,2025-08-11,67.2
SET2032722,TXN1036004,2025-12-27,51.16
SET2032723,TXN1036005,2025-10-11,35.69
SET2032724,TXN1036006,2025-05-13,50.39
SET2032725,TXN1036008,2025-11-12,32.49
SET2032726,TXN1036010,2025-10-06,51.99
SET2032727,TXN1036011,2025-07-03,106.87
SET2032728,TXN1036012,2025-11-29,78.69
SET2032729,TXN1036013,2025-03-28,22.95
SET2032730,TXN1036014,2025-06-04,76.14
SET2032731,TXN1036016,2025-02-06,85.28
SET2032732,TXN1036017,2025-08-13,140.0
SET2032733,TXN1036018,2025-02-13,84.59
SET2032734,TXN1036019,2025-03-24,125.28
SET2032735,TXN1036020,2025-10-06,37.55
SET2032736,TXN1036021,2025-03-29,60.51
SET2032737,TXN1036022,2025-11-12,134.84
SET2032738,TXN1036023,2025-01-18,50.39
SET2032739,TXN1036024,2025-06-17,157.23
SET2032740,TXN1036025,2025-01-25,29.88
SET2032741,TXN1036026,2025-01-22,69.9
SET2032742,TXN1036027,2025-10-17,54.21
SET2032743,TXN1036028,2025-01-25,550.39
SET2032744,TXN1036029,2025-11-22,48.82
SET2032745,TXN1036030,2025-08-07,93.33
SET2032746,TXN1036031,2025-06-27,13.56
SET2032747,TXN1036032,2025-12-02,26.2
SET2032748,TXN1036033,2025-05-23,85.17
SET2032749,TXN1036034,2025-05-26,53.99
SET2032750,TXN1036035,2025-05-30,54.83
SET2032751,TXN1036036,2025-08-26,51.42
SET2032752,TXN1036037,2025-11-06,57.51
SET2032753,TXN1036038,2025-07-17,16.96
SET2032754,TXN1036039,2025-04-13,62.21
SET2032755,TXN1036040,2025-11-21,55.96
SET2032756,TXN1036041,2025-08-08,156.52
SET2032757,TXN1036042,2025-10-31,130.08
SET2032758,TXN1036043,2025-06-08,6.94
SET2032759,TXN1036045,2025-12-11,281.94
SET2032760,TXN1036046,2025-09-05,137.65
SET2032761,TXN1036047,2025-04-23,98.76
SET2032762,TXN1036048,2025-11-06,44.6
SET2032763,TXN1036049,2025-01-04,120.55
SET2032764,TXN1036050,2025-12-06,19.84
SET2032765,TXN1036051,2025-07-31,42.4
SET2032766,TXN1036052,2025-08-04,87.87
SET2032767,TXN1036054,2025-03-06,78.11
SET2032768,TXN1036055,2025-09-21,91.36
SET2032769,TXN1036056,2025-07-24,76.05
SET2032770,TXN1036057,2025-02-16,51.82
SET2032771,TXN1036058,2025-09-02,194.91
SET2032772,TXN1036059,2025-09-30,292.9
SET2032773,TXN1036060,2025-04-10,64.03
SET2032774,TXN1036062,2025-12-22,55.26
SET2032775,TXN1036063,2025-06-26,71.48
SET2032776,TXN1036064,2025-03-25,11.38
SET2032777,TXN1036065,2025-12-18,194.57
SET2032778,TXN1036066,2025-11-29,40.02
SET2032779,TXN1036067,2025-06-16,34.42
SET2032780,TXN1036068,2025-06-06,50.82
SET2032781,TXN1036069,2025-11-01,45.69
SET2032782,TXN1036071,2025-04-24,125.43
SET2032783,TXN1036072,2025-07-18,185.02
SET2032784,TXN1036073,2025-08-29,125.52
SET2032785,TXN1036074,2025-08-18,31.37
SET2032786,TXN1036075,2025-05-16,61.12
SET2032787,TXN1036076,2025-11-14,72.51
SET2032788,TXN1036077,2025-08-26,85.27
SET2032789,TXN1036078,2025-07-17,98.63
SET2032790,TXN1036079,2025-12-09,70.97
SET2032791,TXN1036080,2025-02-04,62.23
SET2032792,TXN1036081,2025-09-17,138.18
SET2032793,TXN1036082,2025-12-06,59.97
SET2032794,TXN1036083,2025-08-30,143.39
SET2032795,TXN1036084,2025-07-26,127.84
SET2032796,TXN1036085,2025-05-14,213.19
SET2032797,TXN1036087,2025-07-19,211.65
SET2032798,TXN1036088,2025-11-25,52.31
SET2032799,TXN1036089,2025-06-18,87.93
SET2032800,TXN1036090,2025-02-14,122.98
SET2032801,TXN1036091,2025-06-26,29.71
SET2032802,TXN1036092,2025-02-05,48.71
SET2032803,TXN1036094,2025-07-15,63.68
SET2032804,TXN1036095,2025-03-20,43.55
SET2032805,TXN1036096,2025-08-17,72.62
SET2032806,TXN1036097,2025-07-16,62.66
SET2032807,TXN1036098,2025-07-06,53.33
SET2032808,TXN1036099,2025-08-05,75.24
SET2032809,TXN1036100,2025-12-06,38.63
SET2032810,TXN1036102,2025-04-06,25.67
SET2032811,TXN1036103,2025-03-29,15.95
SET2032812,TXN1036104,2025-12-28,38.72
SET2032813,TXN1036106,2025-01-08,56.93
SET2032814,TXN1036107,2025-07-14,67.34
SET2032815,TXN1036108,2025-02-13,48.24
SET2032816,TXN1036109,2025-01-11,312.87
SET2032817,TXN1036110,2025-03-09,76.13
SET2032818,TXN1036111,2025-04-03,42.31
SET2032819,TXN1036113,2025-11-01,262.58
SET2032820,TXN1036115,2025-07-21,35.31
SET2032821,TXN1036116,2025-11-12,35.33
SET2032822,TXN1036117,2025-11-02,64.86
SET2032823,TXN1036118,2025-10-27,88.59
SET2032824,TXN1036119,2025-03-13,70.44
SET2032825,TXN1036120,2025-09-29,49.81
SET2032826,TXN1036121,2025-12-30,21.81
SET2032827,TXN1036122,2025-01-03,294.51
SET2032828,TXN1036123,2025-11-13,82.43
SET2032829,TXN1036124,2025-11-12,105.01
SET2032830,TXN1036125,2025-11-04,38.83
SET2032831,TXN1036126,2025-05-25,52.58
SET2032832,TXN1036128,2025-09-25,11.43
SET2032833,TXN1036129,2025-08-16,122.83
SET2032834,TXN1036130,2025-09-23,54.73
SET2032835,TXN1036131,2025-04-04,90.66
SET2032836,TXN1036132,2025-03-07,252.63
SET2032837,TXN1036133,2025-11-27,45.5
SET2032838,TXN1036134,2025-07-08,7.68
SET2032839,TXN1036135,2025-11-07,27.85
SET2032840,TXN1036136,2025-12-06,67.38
SET2032841,TXN1036137,2025-06-17,249.46
SET2032842,TXN1036138,2025-04-08,48.88
SET2032843,TXN1036139,2025-11-23,230.08
SET2032844,TXN1036140,2025-09-18,10.38
SET2032845,TXN1036141,2025-09-01,44.57
SET2032846,TXN1036142,2025-12-16,152.98
SET2032847,TXN1036143,2025-03-31,141.9
SET2032848,TXN1036144,2025-05-12,13.97
SET2032849,TXN1036145,2025-01-15,34.05
SET2032850,TXN1036146,2025-05-22,59.7
SET2032851,TXN1036147,2025-06-13,39.2
SET2032852,TXN1036148,2025-06-15,169.94
SET2032853,TXN1036149,2025-02-25,67.38
SET2032854,TXN1036150,2025-10-23,21.0
SET2032855,TXN1036151,2025-06-28,96.4
SET2032856,TXN1036152,2025-06-12,100.58
SET2032857,TXN1036153,2025-11-12,26.59
SET2032858,TXN1036154,2025-06-27,32.69
SET2032859,TXN1036155,2025-11-24,37.74
SET2032860,TXN1036157,2025-11-07,62.14
SET2032861,TXN1036158,2025-12-27,11.39
SET2032862,TXN1036159,2025-10-01,25.46
SET2032863,TXN1036160,2025-11-22,118.24
SET2032864,TXN1036162,2025-08-08,24.98
SET2032865,TXN1036163,2025-10-06,49.27
SET2032866,TXN1036164,2025-12-18,146.21
SET2032867,TXN1036165,2025-08-09,380.28
SET2032868,TXN1036166,2025-09-08,63.66
SET2032869,TXN1036167,2025-01-29,98.66
SET2032870,TXN1036168,2025-12-17,61.55
SET2032871,TXN1036169,2025-10-11,79.45
SET2032872,TXN1036170,2025-02-28,31.82
SET2032873,TXN1036171,2025-04-16,211.88
SET2032874,TXN1036172,2025-03-24,46.21
SET2032875,TXN1036173,2025-04-27,27.67
SET2032876,TXN1036174,2025-11-20,36.04
SET2032877,TXN1036175,2025-06-19,113.52
SET2032878,TXN1036176,2025-06-03,38.13
SET2032879,TXN1036177,2025-10-12,224.38
SET2032880,TXN1036178,2025-05-17,111.24
SET2032881,TXN1036179,2025-11-20,132.85
SET2032882,TXN1036180,2025-10-03,47.7
SET2032883,TXN1036181,2025-04-04,40.56
SET2032884,TXN1036182,2025-08-19,68.47
SET2032885,TXN1036183,2025-06-26,25.8
SET2032886,TXN1036184,2025-05-06,97.31
SET2032887,TXN1036185,2025-11-27,138.91
SET2032888,TXN1036186,2025-05-26,38.34
SET2032889,TXN1036188,2025-05-30,81.75
SET2032890,TXN1036189,2025-07-08,162.88
